unit_number,sensor_16__root_mean_square,sensor_10__variance,sensor_16__mean,sensor_5__standard_deviation,sensor_10__standard_deviation,op_setting_1__median,op_setting_1__absolute_maximum,op_setting_1__maximum,op_setting_1__minimum,sensor_12__minimum,sensor_12__standard_deviation,sensor_11__maximum,sensor_11__standard_deviation,op_setting_1__sum_values,sensor_10__root_mean_square,sensor_14__minimum,sensor_10__mean,sensor_9__minimum,sensor_9__standard_deviation,sensor_9__mean,sensor_13__maximum,sensor_15__minimum,sensor_15__standard_deviation,sensor_15__maximum,sensor_8__minimum,sensor_16__standard_deviation,sensor_16__variance,sensor_17__median,sensor_17__standard_deviation,sensor_17__maximum,target_RUL
68,0.03,1.972152263052529e-31,0.03,1.7763568394002505e-15,4.440892098500626e-16,-0.0001,0.0068,0.0051,-0.0068,519.72,0.5198237799514135,48.41,0.2035076863401853,-0.0129999999999999,1.3,8135.14,1.3000000000000005,9055.42,25.54419642552853,9081.738844221103,2388.19,8.3828,0.0303924592415291,8.5409,2388.02,3.469446951953614e-18,1.2037062152420224e-35,393.0,1.3996395730945732,398.0,0
69,0.03,4.930380657631324e-32,0.03,1.7763568394002505e-15,2.220446049250313e-16,5e-05,0.0074,0.0074,-0.0068,518.69,0.7247403465696985,48.3,0.2506138673770005,0.0033999999999999,1.3,8124.27,1.3000000000000005,9045.07,4.278088378325836,9059.31226519337,2388.33,8.3668,0.0365089309162043,8.5572,2387.99,1.0408340855860844e-17,1.0833355937178202e-34,393.0,1.4565007177588642,397.0,0
70,0.03,4.930380657631324e-32,0.0299999999999999,1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0062,0.0062,-0.0058,519.38,0.6532835379022088,48.21,0.2318162678377112,0.0295,1.2999999999999998,8131.34,1.3000000000000005,9049.3,12.210087265885727,9068.482335766425,2388.25,8.3876,0.034603534287993,8.5542,2388.02,3.469446951953614e-18,1.2037062152420224e-35,393.0,1.3670502024653393,398.0,0
71,0.03,4.930380657631324e-32,0.03,3.552713678800501e-15,2.220446049250313e-16,-5e-05,0.0065,0.0065,-0.0061,519.88,0.46221751928409,48.22,0.1975979786552462,-0.0273,1.3,8120.29,1.3000000000000005,9036.6,28.753699728462934,9067.711201923075,2388.19,8.3894,0.0306041786936574,8.5581,2388.04,1.0408340855860844e-17,1.0833355937178202e-34,393.0,1.3855498983111576,397.0,0
72,0.03,1.972152263052529e-31,0.03,0.0,4.440892098500626e-16,0.0001,0.0054,0.0054,-0.0051,519.32,0.7283935627234293,48.26,0.2546619437448867,0.0098,1.3,8099.94,1.3000000000000005,9024.27,6.170832349715362,9042.00427230047,2388.36,8.3464,0.0356363894908798,8.5523,2388.0,3.469446951953614e-18,1.2037062152420224e-35,393.0,1.386686300401698,397.0,0
73,0.03,1.972152263052529e-31,0.03,0.0,4.440892098500626e-16,0.0001,0.0055,0.0048,-0.0055,519.4,0.5517586054475675,48.33,0.1937742340715937,0.0116,1.3,8109.41,1.3000000000000005,9030.6,3.8361650874241633,9042.153474178403,2388.36,8.3994,0.0305503387578443,8.5534,2388.07,3.469446951953614e-18,1.2037062152420224e-35,394.0,1.2058509742537462,397.0,0
74,0.03,0.0,0.03,1.7763568394002505e-15,0.0,-0.0001,0.0057,0.0054,-0.0057,519.23,0.7497827454243298,48.22,0.2448912844132961,-0.0113,1.2999999999999998,8123.78,1.3,9049.12,5.581335209257862,9064.160542168676,2388.3,8.3573,0.0366964109771456,8.5342,2387.96,0.0,0.0,393.0,1.360805905712037,398.0,0
75,0.0299999999999999,1.972152263052529e-31,0.03,0.0,4.440892098500626e-16,0.0,0.0046,0.0042,-0.0046,519.17,0.6190961387256089,48.32,0.2148172486010461,0.0114999999999999,1.3,8104.78,1.3000000000000005,9023.85,5.510504736859382,9040.621615720524,2388.35,8.388,0.0305827675082801,8.5388,2388.03,6.938893903907228e-18,4.814824860968091e-35,394.0,1.375039762726159,398.0,0
76,0.03,4.930380657631324e-32,0.03,1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0064,0.0064,-0.0055,519.38,0.5726530551232107,48.33,0.2141665541702765,-0.0203,1.3,8123.43,1.3000000000000005,9038.25,4.204571469828806,9053.552428571427,2388.32,8.3906,0.0294814083426908,8.535,2388.01,1.0408340855860844e-17,1.0833355937178202e-34,394.0,1.3172499353920082,398.0,0
77,0.03,0.0,0.03,1.7763568394002505e-15,0.0,-0.0002,0.0061,0.0061,-0.0054,519.19,0.6308916338551388,48.29,0.21505376915929,-0.0342,1.3,8122.49,1.3,9037.91,9.003133055281255,9053.933181818182,2388.28,8.3685,0.0313354818914093,8.53,2388.05,3.469446951953614e-18,1.2037062152420224e-35,393.0,1.3776184837587386,399.0,0
78,0.03,1.972152263052529e-31,0.03,0.0,4.440892098500626e-16,0.0002,0.0069,0.0069,-0.006,519.11,0.7869710126487135,48.33,0.2971556281880002,0.0402999999999999,1.3,8130.33,1.3000000000000005,9048.37,10.431971823198731,9064.68463203463,2388.28,8.3249,0.042368277663761,8.5678,2387.92,6.938893903907228e-18,4.814824860968091e-35,392.0,1.574175029493725,397.0,0
79,0.03,1.972152263052529e-31,0.03,1.7763568394002505e-15,4.440892098500626e-16,-0.0001,0.0057,0.0057,-0.0055,519.62,0.7700985268896783,48.2,0.290208649206464,-0.0361999999999999,1.3,8133.22,1.3000000000000005,9044.98,12.16053447539644,9065.744623115575,2388.22,8.3477,0.0392145643675136,8.5273,2387.95,3.469446951953614e-18,1.2037062152420224e-35,392.0,1.5922909660113638,397.0,0
80,0.03,4.930380657631324e-32,0.03,1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0064,0.0063,-0.0064,519.67,0.4633354980829614,48.41,0.1840824600058666,-0.0078,1.3,8123.64,1.3000000000000005,9039.34,28.523152260746013,9075.077405405404,2388.21,8.3979,0.0290922570407046,8.5493,2388.05,3.469446951953614e-18,1.2037062152420224e-35,394.0,1.329773675388969,398.0,0
81,0.03,4.930380657631324e-32,0.03,3.552713678800501e-15,2.220446049250313e-16,0.0004,0.0068,0.0068,-0.0067,519.09,0.6890715359069912,48.43,0.2298296319498906,0.0839999999999999,1.3,8127.27,1.3000000000000005,9046.41,4.253467356822632,9059.772666666666,2388.28,8.3741,0.03450129933141,8.5477,2388.0,1.3877787807814457e-17,1.9259299443872363e-34,393.0,1.4702548437449732,398.0,0
82,0.03,1.972152263052529e-31,0.03,0.0,4.440892098500626e-16,0.0,0.0072,0.0072,-0.0046,520.01,0.6142873510743454,48.3,0.2647820409629878,-0.0033999999999999,1.3,8135.09,1.3000000000000005,9053.32,35.24322574823009,9087.531214953273,2388.19,8.3547,0.0394685941285259,8.5441,2387.91,3.469446951953614e-18,1.2037062152420224e-35,392.0,1.7001641471773736,399.0,0
83,0.03,4.930380657631324e-32,0.0299999999999999,0.0,2.220446049250313e-16,-0.0003,0.0087,0.0049,-0.0087,519.19,0.8510034613145689,48.31,0.2859072704620424,-0.0788999999999999,1.3,8115.28,1.2999999999999998,9042.97,4.556053843604144,9055.759419795222,2388.33,8.3358,0.0393441785863659,8.5557,2387.94,3.469446951953614e-18,1.2037062152420224e-35,392.0,1.5802453204685711,398.0,0
84,0.03,0.0,0.03,0.0,0.0,-0.0002,0.0069,0.0069,-0.005,519.23,0.5277649676442482,48.29,0.1809100965030273,-0.0514999999999999,1.3,8121.0,1.3,9038.84,9.074703490013563,9055.43779026217,2388.32,8.3967,0.0283996624708606,8.5567,2388.06,6.938893903907228e-18,4.814824860968091e-35,394.0,1.1806251026413324,397.0,0
85,0.0299999999999999,4.930380657631324e-32,0.03,0.0,2.220446049250313e-16,0.0,0.0074,0.0057,-0.0074,518.83,0.6572878926404109,48.35,0.2294918992071837,0.0003,1.3,8122.3,1.3000000000000005,9037.75,4.989279193392974,9050.645212765956,2388.3,8.3745,0.0324810019123621,8.5517,2388.02,3.469446951953614e-18,1.2037062152420224e-35,393.0,1.390609065032989,397.0,0
86,0.03,4.930380657631324e-32,0.03,0.0,2.220446049250313e-16,-0.0001,0.0078,0.0052,-0.0078,519.13,0.6691989741201095,48.28,0.2311044898605034,-0.0382,1.2999999999999998,8131.53,1.2999999999999998,9049.14,7.329186301284163,9065.968273381295,2388.27,8.3744,0.0335806090470344,8.5513,2387.98,0.0,0.0,393.0,1.4106591054706354,398.0,0
87,0.03,4.930380657631324e-32,0.03,1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0062,0.0062,-0.0051,519.65,0.6585880104658409,48.34,0.2289173566314938,-0.0088,1.3,8121.0,1.3000000000000005,9043.85,5.596540567220045,9061.06073033708,2388.31,8.3738,0.0338749189492977,8.5638,2388.0,6.938893903907228e-18,4.814824860968091e-35,393.0,1.4101123595505618,397.0,0
88,0.03,1.972152263052529e-31,0.03,0.0,4.440892098500626e-16,0.0,0.0059,0.0059,-0.0057,519.63,0.6106454107523128,48.4,0.2326428130867169,0.0167999999999999,1.3,8138.74,1.3000000000000005,9057.24,21.798003249457015,9081.514319248825,2388.23,8.3677,0.0342828083833446,8.5536,2387.96,3.469446951953614e-18,1.2037062152420224e-35,393.0,1.626745320335877,398.0,0
89,0.03,0.0,0.03,3.552713678800501e-15,0.0,-0.0002,0.0064,0.006,-0.0064,519.49,0.7515507861551303,48.39,0.2665207203951806,-0.0486999999999999,1.3,8125.36,1.3,9037.21,10.167608442971977,9055.381105990784,2388.27,8.3523,0.0375283450421534,8.5577,2387.96,6.938893903907228e-18,4.814824860968091e-35,392.0,1.5501142441006208,397.0,0
90,0.03,0.0,0.03,1.7763568394002505e-15,0.0,-5e-05,0.0062,0.0062,-0.0058,519.31,0.7830154814710311,48.4,0.2800505941808777,-0.0003,1.3,8104.46,1.3,9032.34,6.728957106235849,9051.968051948052,2388.36,8.358,0.0377397408148018,8.5637,2387.96,3.469446951953614e-18,1.2037062152420224e-35,392.0,1.4572678604622111,397.0,0
91,0.0299999999999999,0.0,0.0299999999999999,1.7763568394002505e-15,0.0,-0.0002,0.0059,0.0059,-0.0048,519.06,0.5554277186252835,48.31,0.1964291095070396,-0.0269,1.2999999999999998,8115.44,1.3,9041.59,4.676604476765036,9052.720444444449,2388.33,8.399,0.0290561787247574,8.5671,2388.07,6.938893903907228e-18,4.814824860968091e-35,394.0,1.1409812156344763,397.0,0
92,0.03,4.930380657631324e-32,0.03,1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0081,0.0062,-0.0081,519.66,0.619925678908153,48.19,0.2322721158994884,-0.0162999999999999,1.3,8125.32,1.3000000000000005,9045.77,21.36676096010093,9071.81275659824,2388.22,8.3621,0.0350497749845036,8.5542,2387.98,3.469446951953614e-18,1.2037062152420224e-35,393.0,1.4916802147834072,397.0,0
93,0.03,0.0,0.03,0.0,0.0,0.0,0.0064,0.0064,-0.0058,519.2,0.7555687233690991,48.2,0.2702836525977892,-0.0394999999999999,1.3,8129.98,1.3,9049.76,4.764237891716316,9063.142387096774,2388.29,8.3365,0.0382223433520439,8.5313,2387.96,3.469446951953614e-18,1.2037062152420224e-35,393.0,1.5868344918341375,397.0,0
94,0.03,0.0,0.03,3.552713678800501e-15,0.0,-0.0003,0.0058,0.0053,-0.0058,519.57,0.4480614589197441,48.32,0.1793467479332456,-0.0677,1.3,8118.88,1.3,9035.75,27.704963874066376,9066.583682170542,2388.22,8.4023,0.0298016913377772,8.5452,2388.05,1.0408340855860844e-17,1.0833355937178202e-34,394.0,1.2846717820692464,397.0,0
95,0.0299999999999999,0.0,0.03,1.7763568394002505e-15,0.0,0.0,0.006,0.006,-0.0055,519.27,0.7371985223816508,48.34,0.2809844890471141,0.0091,1.3,8144.55,1.3,9060.76,13.386950348507526,9078.871307420495,2388.23,8.3495,0.0393450814090265,8.5648,2387.91,3.469446951953614e-18,1.2037062152420224e-35,392.0,1.6105633394480978,397.0,0
96,0.03,4.930380657631324e-32,0.03,1.7763568394002505e-15,2.220446049250313e-16,-0.0001,0.0053,0.0049,-0.0053,519.14,0.7062036957057881,48.26,0.2604643289716784,-0.0402999999999999,1.2999999999999998,8126.15,1.3000000000000005,9044.22,6.983793156810066,9057.228422619048,2388.28,8.3556,0.0359167184170279,8.5615,2387.96,6.938893903907228e-18,4.814824860968091e-35,393.0,1.5108000041350051,398.0,0
97,0.0299999999999999,1.972152263052529e-31,0.03,1.7763568394002505e-15,4.440892098500626e-16,0.0,0.0054,0.005,-0.0054,519.91,0.5328082225339682,48.18,0.2081167157999407,-0.0119999999999999,1.3,8122.81,1.3000000000000005,9038.27,40.33637085878502,9076.26910891089,2388.17,8.3646,0.0339576428754398,8.5596,2387.97,6.938893903907228e-18,4.814824860968091e-35,393.0,1.557605435492952,400.0,0
98,0.0299999999999999,0.0,0.03,0.0,0.0,0.0002,0.0077,0.0077,-0.005,519.44,0.772223566411973,48.29,0.2961331994134934,0.0419999999999999,1.3,8122.22,1.3,9055.47,5.024327292233304,9066.985064102564,2388.3,8.3717,0.03565274807223,8.5308,2387.94,0.0,0.0,392.0,1.4031727690684987,396.0,0
99,0.03,4.930380657631324e-32,0.03,1.7763568394002505e-15,2.220446049250313e-16,-0.0001,0.0059,0.0059,-0.0049,519.32,0.7603535681349811,48.48,0.2729922925997102,-0.0343,1.3,8123.55,1.3000000000000005,9044.04,3.932840838456159,9056.732486486486,2388.33,8.3689,0.0377476557198559,8.5592,2387.97,3.469446951953614e-18,1.2037062152420224e-35,393.0,1.4723554371264904,397.0,0
100,0.03,4.930380657631324e-32,0.03,3.552713678800501e-15,2.220446049250313e-16,-0.00015,0.0056,0.0056,-0.0052,519.3,0.6634765331193014,48.39,0.246775687619344,-0.0296,1.3,8134.58,1.3000000000000005,9046.8,4.716921881905674,9064.0586,2388.28,8.365,0.0350537431346496,8.5646,2388.0,1.0408340855860844e-17,1.0833355937178202e-34,393.0,1.402060982981839,398.0,0
